UIDN,OIDN,Ondernemingsnr,Maatschappelijke_naam,Commerciele_naam,Afgekorte_naam,Ondernemingsnr_maatsch_zetel,Type_onderneming,Rechtsvorm,Rechtstoestand,KBO_Straat,KBO_Huisnr,KBO_Busnr,KBO_Postcode,KBO_Gemeente,AR_straat,AR_huisnr,AR_busnr,AR_postcode,NACE_hoofdact_BTW,NACE_versie_BTW,Omschrijving_hoofdact_BTW,Aantal_hoofdact_BTW,NACE_hoofdact_RSZ,NACE_Versie_RSZ,Omschrijving_hoofdact_RSZ,Aantal_Hoofdact_RSZ,Personeelsklasse,Datum_inschrijving,Startdatum,longitude,latitude
10087508,5823165,2309221491,FRITUUR F&M,FRITUUR F&M, ,0757723418, , , ,Kuipersstraat,73-75, ,2900,Schoten,Kuipersstraat,73, ,2900, , , ,0,56112,2025,"Activiteiten van eetgelegenheden met beperkte bediening, m.u.v. mobiele eetgelegenheden",1, ,2020-11-06T00:00:00Z,2020-11-02T00:00:00Z,4.49588019,51.2524181
10087509,5823166,2309221887,"Smits, Amber", , ,0757874658, , , ,Voorkempenlaan,37, ,2900,Schoten,Voorkempenlaan,37, ,2900, , , ,0, , , ,0, ,2020-11-06T00:00:00Z,2020-11-09T00:00:00Z,4.48611716,51.24776278
10087640,5823297,2309773205,"Duława, Dariusz", , ,0750637369, , , ,Salvialei,133, ,2900,Schoten,Salvialei,133, ,2900, , , ,0, , , ,0, ,2020-11-24T00:00:00Z,2020-07-01T00:00:00Z,4.46001449,51.24409319
10087832,5823489,2310306309,Staffing Financials,Staffing Financials, ,0758742116, , , ,Kasteeldreef,17, ,2900,Schoten,Kasteeldreef,17, ,2900, , , ,0, , , ,0, ,2020-12-09T00:00:00Z,2020-11-25T00:00:00Z,4.49374316,51.24874211
10088819,5824476,0431004553,Koninklijke Antwerpse Jachthoornkring v.z.w., ,KAJAK  v.z.w., ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Rubensstraat,9, ,2900,Schoten,Rubensstraat,9, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1985-07-05T00:00:00Z,4.5009362,51.25045982
10088828,5824485,0431495095,VESTACO, , , ,Rechtspersoon,Besloten vennootschap met beperkte aansprakelijkheid,Normale toestand,Kopstraat,380, ,2900,Schoten,Kopstraat,380, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1987-06-25T00:00:00Z,4.50612315,51.26248244
10089492,5825149,2222978197,"Dnoub, Ali",CAR SERVICE SCHOTEN, ,0893741172, , , ,Hofstraat,2,2,2900,Schoten,Hofstraat,2, ,2900, , , ,0,95311,2025,"Algemeen onderhoud en reparatie van autos en lichte bestelwagens (<= 3,5 ton)",1, ,2013-10-21T00:00:00Z,2013-10-01T00:00:00Z,4.4945256,51.24147324
10089662,5825319,2223799135,DINETHICS,DINETHICS, ,0540819441, , , ,Leo Van Hullebuschstraat,106, ,2900,Schoten,Leo Van Hullebuschstraat,106, ,2900, , , ,0, , , ,0, ,2013-11-19T00:00:00Z,2013-10-15T00:00:00Z,4.50239254,51.24595216
10089900,5825557,2224572462,"Vandaele, Magdalena", , ,0542965220, , , ,Paalstraat,389, ,2900,Schoten,Paalstraat,389, ,2900, , , ,0, , , ,0, ,2013-12-12T00:00:00Z,2007-10-09T00:00:00Z,4.5082816,51.26284096
10090164,5825821,0431399580,MITEON, , , ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Fortbaan,3, ,2900,Schoten,Fortbaan,3, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1985-11-09T00:00:00Z,4.52143087,51.27406022
10090670,5826327,0430856578,BELGOMAX, , , ,Rechtspersoon,Naamloze vennootschap,Normale toestand,Pelikaandreef,8, ,2900,Schoten,Pelikaandreef,8, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1987-03-26T00:00:00Z,4.49187758,51.27827316
10090751,5826408,0431358208,De Boerderij Delicatessen, , , ,Rechtspersoon,Naamloze vennootschap,Normale toestand,Kruispadstraat,61,6,2900,Schoten,Kruispadstraat,61,6,2900, , , ,0,68203,2025,"Verhuur en exploitatie van eigen of geleased niet-residentieel onroerend goed, exclusief terreinen",1,1 tot 4,2003-01-18T00:00:00Z,1987-06-17T00:00:00Z,4.50340291,51.25281627
10091032,5826689,0433411440,CADinvest, , , ,Rechtspersoon,Besloten Vennootschap,Normale toestand,Lusthofdreef,12, ,2900,Schoten,Lusthofdreef,12, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1988-02-12T00:00:00Z,4.52589812,51.25578923
10091300,5826957,0435813476,MICHIELS EN CO, , , ,Rechtspersoon,Vennootschap onder firma,Vervroegde ontbinding - Vereffening (vrijwillig ontbinding),Wezelsebaan,114, ,2900,Schoten,Wezelsebaan,114, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1988-11-24T00:00:00Z,4.52083845,51.26064001
10091802,5827459,0434819128,IMMO PINORENCO, ,PINORENCO, ,Rechtspersoon,Naamloze vennootschap,Normale toestand,Zaatstraat,28,1,2900,Schoten,Zaatstraat,28,1,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1988-07-07T00:00:00Z,4.50765688,51.25444181
10092383,5828040,2213893554,"Brand, Roel",Roel Brand, ,0500702518, , , ,Thuretstraat,97, ,2900,Schoten,Thuretstraat,97, ,2900, , , ,0, , , ,0, ,2012-11-09T00:00:00Z,2012-11-12T00:00:00Z,4.4983302,51.25654024
10092539,5828196,2214852171,"Ost, Dirk",Voeten & Tenen Pedicure, ,0501947779, , , ,Ridder Walter Van Havrelaan,169, ,2900,Schoten,Ridder Walter Van Havrelaan,169, ,2900, , , ,0, , , ,0, ,2012-12-18T00:00:00Z,2013-01-01T00:00:00Z,4.49048703,51.25319014
10092921,5828578,2216688243,"Hoti, Arben",Mega Renov, ,0894431060, , , ,Ridder Karel Van Praetstraat,5, ,2900,Schoten,Ridder Karel Van Praetstraat,5, ,2900, , , ,0, , , ,0, ,2013-02-22T00:00:00Z,2013-02-15T00:00:00Z,4.49130054,51.25468801
10093520,5829177,0443553482,Katholieke Turn- en Sportvereniging Sint-Jozef Schoten, ,T.S.V. St-Jozef Schoten, ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Ridder Walter Van Havrelaan,278, ,2900,Schoten,Ridder Walter Van Havrelaan,278, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1990-11-23T00:00:00Z,4.48726144,51.25257298
10093879,5829536,0436140704,Continental Trust Company, , , ,Rechtspersoon,Naamloze vennootschap,Normale toestand,Fortbaan,7, ,2900,Schoten,Fortbaan,7, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1988-12-09T00:00:00Z,4.52130711,51.27429119
10094899,5830556,2311051328,JQTM,JQTM, ,0759898691, , , ,Frans Reinemundlei,27, ,2900,Schoten,Frans Reinemundlei,27, ,2900, , , ,0,64210,2025,Activiteiten van holdings,1, ,2020-12-30T00:00:00Z,2020-12-17T00:00:00Z,4.52946155,51.26043056
10094952,5830609,2311286207,"Bux, Jorrit",Bux Cleaning, ,0760864733, , , ,Terheidedreef,39, ,2900,Schoten,Terheidedreef,39, ,2900, , , ,0, , , ,0, ,2021-01-06T00:00:00Z,2021-01-05T00:00:00Z,4.54566834,51.29980172
10095484,5831141,2312834445,2 Move,2 Move, ,0759397855, , , ,Koloniestraat,4, ,2900,Schoten,Koloniestraat,4, ,2900, , , ,0, , , ,0, ,2021-02-09T00:00:00Z,2020-12-03T00:00:00Z,4.46284513,51.2407456
10096937,5832594,2226215128,FBB CONSULT, , ,0543994806, , , ,Pastoor Meeusenlaan,10, ,2900,Schoten,Pastoor Meeusenlaan,10, ,2900, , , ,0, , , ,0, ,2014-02-04T00:00:00Z,2014-01-09T00:00:00Z,4.4956853,51.24835677
10097782,5833439,0436381026,GASTON SCHUL BEHEER, , , ,Rechtspersoon,Naamloze vennootschap,Normale toestand,Schijnparklaan,19, ,2900,Schoten,Schijnparklaan,19, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1988-12-28T00:00:00Z,4.51930074,51.24422191
10099565,5835222,0441249040,PHIL - TRADE, , , ,Rechtspersoon,Besloten Vennootschap,Normale toestand,Goudvinkendreef,14, ,2900,Schoten,Goudvinkendreef,14, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1990-08-28T00:00:00Z,4.52495841,51.24233112
10099681,5835338,0441789171,VORDENSTEYN HOF, , , ,Rechtspersoon,Naamloze vennootschap,Normale toestand,Peerdsbosbaan,6, ,2900,Schoten,Peerdsbosbaan,6, ,2900, , , ,0,68321,2025,Activiteiten van syndici van onroerend goed,1,1 tot 4,2003-01-18T00:00:00Z,1990-08-23T00:00:00Z,4.48848513,51.26346435
10099777,5835434,2217589155,FDM Werken,FDM Werken, ,0521839610, , , ,Brechtsebaan,744A, ,2900,Schoten,Brechtsebaan,744A, ,2900, , , ,0, , , ,0, ,2013-03-27T00:00:00Z,2013-03-07T00:00:00Z,4.54774096,51.29388979
10099900,5835557,2218112163,trc,TRC, ,0524968057, , , ,Vuurkruisenlaan,24, ,2900,Schoten,Vuurkruisenlaan,24, ,2900, , , ,0, , , ,0, ,2013-04-15T00:00:00Z,2013-03-28T00:00:00Z,4.4947371,51.24742489
10099958,5835615,2218560343,"Fierlafijn, Anne",Fierlafijn Anne, ,0763151557, , , ,Valkenlaan,21, ,2900,Schoten,Valkenlaan,21, ,2900, , , ,0, , , ,0, ,2013-05-02T00:00:00Z,2008-01-01T00:00:00Z,4.52086642,51.24501482
10100073,5835730,2219071968,"De Locht, Sonja", , ,0534703887, , , ,Villerslei,2, ,2900,Schoten,Villerslei,2, ,2900, , , ,0, , , ,0, ,2013-05-24T00:00:00Z,1994-02-01T00:00:00Z,4.50791024,51.25214266
10100172,5835829,2219539845,RIGGISBERG,Riggisberg, ,0828218959, , , ,Plataandreef,12, ,2900,Schoten,Plataandreef,12, ,2900, , , ,0, , , ,0, ,2013-06-13T00:00:00Z,2010-08-03T00:00:00Z,4.53644001,51.26961536
10100388,5836045,2220514991,B4Hotels,B4Hotels, ,0536559062, , , ,Grote Singel,31A, ,2900,Schoten,Grote Singel,31A, ,2900, , , ,0, , , ,0, ,2013-07-22T00:00:00Z,2013-07-09T00:00:00Z,4.51901257,51.25897467
10100486,5836143,2220944167,"Porters, Ghislain",Ghislain Porters, ,0875369966, , , ,Lodewijk Weijtenstraat,100, ,2900,Schoten,Lodewijk Weijtenstraat,100, ,2900, , , ,0, , , ,0, ,2013-08-08T00:00:00Z,2013-08-01T00:00:00Z,4.48977686,51.25158863
10101937,5837594,0445417070,JKW, ,445416971, ,Rechtspersoon,Vennootschap onder firma,Normale toestand,Lodewijk Weijtenstraat,37,3,2900,Schoten,Lodewijk Weijtenstraat,37,3,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1991-10-15T00:00:00Z,4.49204828,51.25147328
10102150,5837807,0446728946,PITT MANAGEMENT, , , ,Rechtspersoon,Commanditaire vennootschap op aandelen,Normale toestand,Alfons Servaislei,53, ,2900,Schoten,Alfons Servaislei,53, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1992-02-24T00:00:00Z,4.52642987,51.2547484
10102561,5838218,2313897584,"Vander Linden, Demi",Atelier D, ,0763863023, , , ,Wezelsebaan,16, ,2900,Schoten,Wezelsebaan,16, ,2900, , , ,0, , , ,0, ,2021-03-04T00:00:00Z,2021-04-01T00:00:00Z,4.51314817,51.26094244
10102629,5838286,2313915697,HIGHTOPP,HIGHTOPP, ,0762752174, , , ,Wezelsebaan,107, ,2900,Schoten,Wezelsebaan,107, ,2900, , , ,0, , , ,0, ,2021-03-04T00:00:00Z,2021-02-01T00:00:00Z,4.51989493,51.26093622
10102905,5838562,2314736536,"Weyns, Jean-Pierre",WEYwood, ,0765518159, , , ,Amerlolaan,1,1,2900,Schoten,Amerlolaan,1,1,2900, , , ,0, , , ,0, ,2021-03-24T00:00:00Z,2021-03-22T00:00:00Z,4.48215878,51.25189418
10102994,5838651,2315009027,De Fré Advocaten,De Fré Advocaten, ,0763801754, , , ,Henri Engelslei,11, ,2900,Schoten,Henri Engelslei,11, ,2900, , , ,0, , , ,0, ,2021-03-30T00:00:00Z,2021-02-18T00:00:00Z,4.53095615,51.25601464
10104016,5839673,0441000996,IMMOLYDEL, , , ,Rechtspersoon,Besloten Vennootschap,Normale toestand,Borkelstraat,43, ,2900,Schoten,Borkelstraat,43, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1990-05-01T00:00:00Z,4.48534643,51.25136875
10104303,5839960,2228986160,DENTAL LINE, , ,0477804083, , , ,Churchilllaan,86, ,2900,Schoten,Churchilllaan,86, ,2900, , , ,0,86230,2025,Activiteiten van tandartspraktijken,1, ,2014-04-11T00:00:00Z,2002-06-17T00:00:00Z,4.49138,51.2503962
10104864,5840521,2231397896,DOKTER JOHAN PEETERMANS, , ,0863163408, , , ,Churchilllaan,180, ,2900,Schoten,Churchilllaan,180, ,2900, , , ,0, , , ,0, ,2014-06-16T00:00:00Z,2004-01-16T00:00:00Z,4.48761976,51.25010048
10105611,5841268,0439336853,TANGENTE, , , ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Kuipersakkerstraat,91, ,2900,Schoten,Kuipersakkerstraat,91, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1989-01-31T00:00:00Z,4.51075698,51.24968672
10106277,5841934,0444127663,Directies Vrij Onderwijs, ,DIVO, ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Papenaardekenstraat,53, ,2900,Schoten,Papenaardekenstraat,53, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1991-01-21T00:00:00Z,4.48591653,51.2465217
10106318,5841975,0444140630,TECHNIMO, , , ,Rechtspersoon,Naamloze vennootschap,Normale toestand,Schijnparklaan,6, ,2900,Schoten,Schijnparklaan,6, ,2900, , , ,0, , , ,0,0 tot 0,2003-01-18T00:00:00Z,1991-04-22T00:00:00Z,4.51650088,51.24649428
10106435,5842092,0445124090,Natuurbeeld 31, , , ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Horstebaan,95, ,2900,Schoten,Horstebaan,95, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1991-04-02T00:00:00Z,4.48548462,51.25743939
10106743,5842400,0443157960,PROSEC, , , ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Bremdreef,25, ,2900,Schoten,Bremdreef,25, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1989-12-12T00:00:00Z,4.52466939,51.27027445
10107178,5842835,0446007483,MULTITRADE, , , ,Rechtspersoon,Besloten Vennootschap,Normale toestand,Henri Engelslei,48, ,2900,Schoten,Henri Engelslei,48, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1991-12-19T00:00:00Z,4.5371718,51.25924691
10107446,5843103,2222338096,PWCS,PWCS AGROVOLTAICS, ,0537576572, , , ,Sparrenlaan,2,1,2900,Schoten,Sparrenlaan,2,1,2900, , , ,0, , , ,0, ,2013-10-02T00:00:00Z,2013-08-21T00:00:00Z,4.51544053,51.26089053
10107520,5843177,2222789543,HOTEL PROJECTS CONSULTANTS,Hotel Projects Consultants, ,0536561438, , , ,Eburonenlei,12, ,2900,Schoten,Eburonenlei,12, ,2900, , , ,0, , , ,0, ,2013-10-14T00:00:00Z,2013-07-10T00:00:00Z,4.52801169,51.26765432
10107718,5843375,2223634730,"De Laet, Daisy",Klokwerkt, ,0541798052, , , ,Neerhoeve,14,2,2900,Schoten,Neerhoeve,14,2,2900, , , ,0, , , ,0, ,2013-11-13T00:00:00Z,2013-11-08T00:00:00Z,4.48730299,51.25089932
10108934,5844591,0444969979,ProKaD, , , ,Rechtspersoon,Besloten Vennootschap,Normale toestand,Nerviërslei,22, ,2900,Schoten, , , , , , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1991-08-26T00:00:00Z,2.30668925,49.2933354
10108993,5844650,0445445972,De Roos - Schoten vereniging zonder winstoogmerk, , , ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Paalstraat,387,1,2900,Schoten,Paalstraat,387,1,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1991-07-18T00:00:00Z,4.50822312,51.26273533
10109599,5845256,0450220055,Beroepsvereniging voor Videografen, ,B.V.V., ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Hagenlei,31, ,2900,Schoten,Hagenlei,31, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1993-02-24T00:00:00Z,4.51754304,51.24993361
10109806,5845463,2315517187,CIRCET & Infra Fiber,CIRCET & Infra Fiber, ,0766541114, , , ,Zagerijstraat,28, ,2900,Schoten,Zagerijstraat,28, ,2900, , , ,0, , , ,0, ,2021-04-09T00:00:00Z,2021-04-01T00:00:00Z,4.54960016,51.29881632
10109850,5845507,2315528273,"Braem, Shana",Bloom and Blitz, ,0671560593, , , ,Brechtsebaan,898, ,2900,Schoten,Brechtsebaan,898, ,2900, , , ,0, , , ,0, ,2021-04-09T00:00:00Z,2021-04-01T00:00:00Z,4.54997516,51.2952417
10109917,5845574,2315782156,"Kowi, Michael", , ,0813470704, , , ,Alfons Servaislei,25, ,2900,Schoten,Alfons Servaislei,25, ,2900, , , ,0, , , ,0, ,2021-04-15T00:00:00Z,2021-04-01T00:00:00Z,4.51679764,51.25565505
10110292,5845949,2316878058,NEUTRAL NECESSITIES,NEUTRAL NECESSITIES, ,0766375323, , , ,Paalstraat,9, ,2900,Schoten,Paalstraat,9, ,2900, , , ,0, , , ,0, ,2021-05-11T00:00:00Z,2021-04-06T00:00:00Z,4.49881849,51.2514286
10111619,5847276,2231757093,Christelijke Mutualiteit Vlaanderen,CM Antwerpen, ,0874853490, , , ,Gelmelenstraat,103, ,2900,Schoten,Gelmelenstraat,103, ,2900, , , ,0,84302,2025,Ziekenfondsen en zorgkassen,1, ,2014-06-25T00:00:00Z,2014-06-25T00:00:00Z,4.49711393,51.25286833
10111727,5847384,2232178054,E2MS,E2MS, ,0552940382, , , ,Melkerijstraat,38, ,2900,Schoten,Melkerijstraat,38, ,2900, , , ,0,43211,2025,Algemene elektrotechnische installatiewerken,1, ,2014-07-07T00:00:00Z,2014-05-22T00:00:00Z,4.47523789,51.23821226
10112407,5848064,0442799159,IMMO E.F.M., , , ,Rechtspersoon,Naamloze vennootschap,Normale toestand,Koekoekdreef,13, ,2900,Schoten,Koekoekdreef,13, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1990-12-21T00:00:00Z,4.52784952,51.24276777
10112831,5848488,0445669468,STOCKPAR, , , ,Rechtspersoon,Naamloze vennootschap,Normale toestand,Brechtsebaan,200, ,2900,Schoten,Brechtsebaan,200, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1991-11-05T00:00:00Z,4.51752696,51.27010563
10113098,5848755,0443257336,WIJNCURSUS ANACREON, , , ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Lode Vleeshouwerslaan,13, ,2900,Schoten,Lode Vleeshouwerslaan,13, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1990-06-01T00:00:00Z,4.469646,51.26388253
10113696,5849353,0447768925,FREBIAN, , , ,Rechtspersoon,Besloten Vennootschap,Normale toestand,Sint-Cordulastraat,20, ,2900,Schoten,Sint-Cordulastraat,20, ,2900, , , ,0, , , ,0,0 tot 0,2003-01-18T00:00:00Z,1992-07-02T00:00:00Z,4.49886598,51.25053763
10113923,5849580,0449047840,Hannah Bluebitch, , , ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Merelstraat,16, ,2900,Schoten,Merelstraat,16, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1992-11-20T00:00:00Z,4.49817426,51.25599428
10115335,5850992,2227634395,GERALD MARC,Gerald Marc, ,0546944693, , , ,Terheidedreef,35, ,2900,Schoten,Terheidedreef,35, ,2900, , , ,0, , , ,0, ,2014-03-17T00:00:00Z,2014-03-03T00:00:00Z,4.54596638,51.29952956
10115415,5851072,0451561724,Instituut voor Preventie en Risicobeheer, ,I.P.R., ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Spoorwegbaan,4, ,2900,Schoten,Spoorwegbaan,4, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1993-11-01T00:00:00Z,4.51527674,51.27887357
10116401,5852058,0448557989,BELGISCHE KANT ORGANISATIE - ORGANISATION BELGE DE LA DENTELLE, , , ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Papenaardekenstraat,198, ,2900,Schoten,Papenaardekenstraat,198, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1992-02-22T00:00:00Z,4.48859086,51.24297563
10117595,5853252,2318502908,DE  KRINGWINKEL ANTWERPEN,Sociale Werkplaats De Kringwinkel Antwerpen, ,0442423037, , , ,Industrielaan,52, ,2900,Schoten,Industrielaan,52, ,2900, , , ,0,88993,2025,Beschutte en sociale werkplaatsen,1, ,2021-06-25T00:00:00Z,2021-07-01T00:00:00Z,4.48036542,51.23900091
10117598,5853255,2318503304,ADM ARCHITECTEN,ADM ARCHITECTEN, ,0769850396, , , ,Adriaan Brouwerstraat,35, ,2900,Schoten,Adriaan Brouwerstraat,35, ,2900, , , ,0, , , ,0, ,2021-06-25T00:00:00Z,2021-06-18T00:00:00Z,4.47904322,51.24453492
10117681,5853338,2318780743,ARTAMUS,ARTAMUS, ,0770344405, , , ,Arthurdreef,5, ,2900,Schoten,Arthurdreef,5, ,2900, , , ,0, , , ,0, ,2021-07-01T00:00:00Z,2021-06-25T00:00:00Z,4.55129417,51.29056448
10117765,5853422,2319035517,Bounie,Bounie, ,0770459716, , , ,Nachtegalenlei,47, ,2900,Schoten,Nachtegalenlei,47, ,2900, , , ,0, , , ,0, ,2021-07-07T00:00:00Z,2021-06-29T00:00:00Z,4.53391704,51.25592037
10119760,5855417,2238128906,"De Maeyer, Sooi",Sooi De Maeyer, ,0506704145, , , ,Deuzeldlaan,136, ,2900,Schoten,Deuzeldlaan,136, ,2900, , , ,0, , , ,0, ,2015-01-16T00:00:00Z,2015-02-01T00:00:00Z,4.46244156,51.24503532
10120227,5855884,0448335384,LILLYWORLD, , , ,Rechtspersoon,Vennootschap onder firma,Normale toestand,Paalstraat,110, ,2900,Schoten,Paalstraat,110, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1992-10-09T00:00:00Z,4.50270676,51.25339367
10120900,5856557,0449083274,VALKIMO, , , ,Rechtspersoon,Commanditaire vennootschap op aandelen,Opening faillissement,Metropoolstraat,1, ,2900,Schoten,Metropoolstraat,1, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1992-12-21T00:00:00Z,4.49051522,51.24124268
10120901,5856558,0449083868,TER HAEGHE, , , ,Rechtspersoon,Commanditaire vennootschap op aandelen,Opening faillissement,Metropoolstraat,1, ,2900,Schoten,Metropoolstraat,1, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1992-12-21T00:00:00Z,4.49051522,51.24124268
10121011,5856668,0449956076,Theater De Lege Kamer, , , ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Berkenlei,20, ,2900,Schoten,Berkenlei,20, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1993-01-11T00:00:00Z,4.51766809,51.24797705
10122255,5857912,2228421184,"van Geel, Dirk", , ,0687362685, , , ,Begonialaan,1,a,2900,Schoten,Begonialaan,1, ,2900, , , ,0, , , ,0, ,2014-04-02T00:00:00Z,2014-02-03T00:00:00Z,4.50894875,51.25686612
10122778,5858435,2230759676,Kerkfabriek Sint-Cordula (VL - Schoten), , ,0211397642, , , ,Verbertstraat,23, ,2900,Schoten,Verbertstraat,23, ,2900, , , ,0,94910,2025,Activiteiten van religieuze organisaties,1, ,2014-05-28T00:00:00Z,2003-04-01T00:00:00Z,4.49820725,51.24903525
10123196,5858853,0457103095,De Vrienden van Sint-Jozef, , , ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Ooievaarsdreef,10, ,2900,Schoten,Ooievaarsdreef,10, ,2900, , , ,0, , , ,0, ,2003-01-19T00:00:00Z,1995-10-04T00:00:00Z,4.49798585,51.27785801
10123801,5859458,0451933886,De Halve Waarheid, , , ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Frans De Ceusterlei,25, ,2900,Schoten, , , , , , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1994-01-01T00:00:00Z,2.30668925,49.2933354
10124903,5860560,2320379560,KATHARININVEST,KATHARININVEST, ,0759592053, , , ,Botermelkdijk,500, ,2900,Schoten,Botermelkdijk,500, ,2900, , , ,0, , , ,0, ,2021-08-17T00:00:00Z,2021-01-29T00:00:00Z,4.53599597,51.28225117
10124932,5860589,2320384807,FROVESTE,FROVESTE, ,0762859072, , , ,Botermelkdijk,500, ,2900,Schoten,Botermelkdijk,500, ,2900, , , ,0, , , ,0, ,2021-08-17T00:00:00Z,2021-01-29T00:00:00Z,4.53599597,51.28225117
10124937,5860594,2320621565,"Geijsen, Marcelle",Shiatsu Therapeute Marcella, ,0831355920, , , ,Paalstraat,135, ,2900,Schoten,Paalstraat,135, ,2900, , , ,0, , , ,0, ,2021-08-25T00:00:00Z,2021-07-20T00:00:00Z,4.50275967,51.25425693
10124940,5860597,2320622060,YDRO,YDRO, ,0772754458, , , ,Lodewijk Verheijenstraat,2,A002,2900,Schoten,Lodewijk Verheijenstraat,2A,2,2900, , , ,0, , , ,0, ,2021-08-25T00:00:00Z,2021-08-23T00:00:00Z,4.46820317,51.25048028
10126575,5862232,2238920841,Van Looy Kathy,Van Looy Kathy, ,0555817324, , , ,Goudvinkendreef,7, ,2900,Schoten,Goudvinkendreef,7, ,2900, , , ,0, , , ,0, ,2015-02-09T00:00:00Z,2014-07-08T00:00:00Z,4.52526652,51.24320627
10126736,5862393,2239715944,"Rombouts, Ellen",Ellen Rombouts, ,0599914613, , , ,Victor Adriaenssensstraat,12,2,2900,Schoten,Victor Adriaenssensstraat,12,2,2900, , , ,0, , , ,0, ,2015-03-05T00:00:00Z,2015-02-25T00:00:00Z,4.49719689,51.24688545
10127989,5863646,0450429495,Art Affairs, , , ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Jozef Hendrickxstraat,56,11,2900,Schoten,Jozef Hendrickxstraat,56,11,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1993-05-15T00:00:00Z,4.49199128,51.24958931
10128431,5864088,0453844885,VOLKERT HOLDING, , , ,Rechtspersoon,Besloten vennootschap met beperkte aansprakelijkheid,Vervroegde ontbinding - vereffening (vrijwillige ontbinding),Rosierslei,11, ,2900,Schoten,Rosierslei,11, ,2900, , , ,0, , , ,0, ,2003-01-19T00:00:00Z,1994-11-25T00:00:00Z,4.52422885,51.25251342
10129207,5864864,0454651470,BG DISTRIBUTION, , , ,Rechtspersoon,Naamloze vennootschap,Opening faillissement,Metropoolstraat,1, ,2900,Schoten,Metropoolstraat,1, ,2900, , , ,0, , , ,0, ,2003-01-19T00:00:00Z,1995-02-24T00:00:00Z,4.49051522,51.24124268
10129942,5865599,2232815284,Phase EIght (Belgium ) Limited,Phase Eight (Inno Schoten), ,0542900585, , , ,Bredabaan,967, ,2900,Schoten,Bredabaan,967, ,2900, , , ,0, , , ,0, ,2014-07-25T00:00:00Z,2014-02-26T00:00:00Z,4.46556965,51.2581164
