UIDN,OIDN,Ondernemingsnr,Maatschappelijke_naam,Commerciele_naam,Afgekorte_naam,Ondernemingsnr_maatsch_zetel,Type_onderneming,Rechtsvorm,Rechtstoestand,KBO_Straat,KBO_Huisnr,KBO_Busnr,KBO_Postcode,KBO_Gemeente,AR_straat,AR_huisnr,AR_busnr,AR_postcode,NACE_hoofdact_BTW,NACE_versie_BTW,Omschrijving_hoofdact_BTW,Aantal_hoofdact_BTW,NACE_hoofdact_RSZ,NACE_Versie_RSZ,Omschrijving_hoofdact_RSZ,Aantal_Hoofdact_RSZ,Personeelsklasse,Datum_inschrijving,Startdatum,longitude,latitude
4563209,4061998,0415708742,FOOTBALL CLUB KONINGSHOF, , , ,Rechtspersoon,Naamloze vennootschap,Normale toestand,Zilverstraat,53, ,2900,Schoten,Zilverstraat,53, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1975-09-16T00:00:00Z,4.52738857,51.2662707
4647135,4144056,2285533695,SDG-consultancy,SDG-consultancy, ,0719273014, , , ,Gelmelenstraat,204, ,2900,Schoten,Gelmelenstraat,204, ,2900, , , ,0, , , ,0, ,2019-02-25T00:00:00Z,2019-01-23T00:00:00Z,4.49742303,51.25601848
4648876,4145710,2285858349,siSYSTEMS, , ,0809024441, , , ,Zilverstraat,31, ,2900,Schoten,Zilverstraat,31, ,2900, , , ,0, , , ,0, ,2019-03-04T00:00:00Z,2009-01-12T00:00:00Z,4.52569315,51.26417511
4649309,4146118,2285911304,"Nuis, Cornelia",Firma Nuis, ,0721851333, , , ,Alice Nahonlei,68, ,2900,Schoten,Alice Nahonlei,68, ,2900, , , ,0, , , ,0, ,2019-03-05T00:00:00Z,2019-01-02T00:00:00Z,4.5380176,51.26142131
4666982,4162831,2288075392,COJA,COJA, ,0725606718, , , ,Alfons Servaislei,53, ,2900,Schoten,Alfons Servaislei,53, ,2900, , , ,0, , , ,0, ,2019-04-24T00:00:00Z,2003-01-28T00:00:00Z,4.52642987,51.2547484
4669403,4165114,2288443497,DRT,DRT, ,0725939585, , , ,Heidebloemlei,48, ,2900,Schoten,Heidebloemlei,48, ,2900, , , ,0, , , ,0, ,2019-05-02T00:00:00Z,2014-12-02T00:00:00Z,4.51585838,51.25672781
4669996,4165662,2288652147,BMS,BMS, ,0726452301, , , ,Eekhoornlei,14, ,2900,Schoten,Eekhoornlei,14, ,2900, , , ,0, , , ,0, ,2019-05-06T00:00:00Z,2018-04-30T00:00:00Z,4.52603358,51.26126615
4676994,4172442,2288161407,SKYLINE,SKYLINE, ,0725680358, , , ,Horstebaan,165, ,2900,Schoten,Horstebaan,165, ,2900, , , ,0, , , ,0, ,2019-04-25T00:00:00Z,2013-04-15T00:00:00Z,4.48078521,51.25946793
4679690,4175138,2288833081,H.SELS,H.SELS, ,0726614726, , , ,Ransuildreef,4, ,2900,Schoten,Ransuildreef,4, ,2900, , , ,0, , , ,0, ,2019-05-09T00:00:00Z,2014-03-03T00:00:00Z,4.52005646,51.24721621
4680839,4176287,2286627619,MA2BIKA,MA2BIKA, ,0723441935, , , ,Louis Vervoortlaan,28, ,2900,Schoten,Louis Vervoortlaan,28, ,2900, , , ,0, , , ,0, ,2019-03-21T00:00:00Z,2018-10-12T00:00:00Z,4.48172942,51.25549305
4681472,4176920,2287653344,FAMILIE VERHOEVEN – SLEURS,FAMILIE VERHOEVEN – SLEURS, ,0724834775, , , ,Beatrijslaan,2, ,2900,Schoten,Beatrijslaan,2, ,2900, , , ,0, , , ,0, ,2019-04-11T00:00:00Z,2017-04-19T00:00:00Z,4.51973441,51.26126414
4702797,4198245,2285895763,M2L,M2L, ,0720626460, , , ,Goudvinkendreef,16, ,2900,Schoten,Goudvinkendreef,16, ,2900, , , ,0, , , ,0, ,2019-03-05T00:00:00Z,2019-01-01T00:00:00Z,4.52515952,51.24209491
4762202,4257290,2289057171,Groepspraktijk Kompas,Groepspraktijk Kompas, ,0667549743, , , ,Jozef Hendrickxstraat,138, ,2900,Schoten,Jozef Hendrickxstraat,138, ,2900, , , ,0, , , ,0, ,2019-05-16T00:00:00Z,2018-02-01T00:00:00Z,4.48732176,51.24911108
4766222,4260864,2289410727,"Verdoorent, Cindy", , ,0720815314, , , ,Brechtsebaan,268, ,2900,Schoten,Brechtsebaan,268, ,2900, , , ,0, , , ,0, ,2019-05-27T00:00:00Z,2019-02-16T00:00:00Z,4.52480369,51.27598988
4867429,4361407,2289858808,MOGUDA,MOGUDA, ,0722656631, , , ,Meibloemlei,5, ,2900,Schoten,Meibloemlei,5, ,2900, , , ,0, , , ,0, ,2019-06-12T00:00:00Z,2019-03-12T00:00:00Z,4.53081614,51.26284501
4886274,4379277,2290951740,KELDERMAN, , ,0730584501, , , ,Taxanderlei,54, ,2900,Schoten,Taxanderlei,54, ,2900, , , ,0, , , ,0, ,2019-07-11T00:00:00Z,2016-05-01T00:00:00Z,4.52016311,51.24935232
4890490,4383138,2291181471,Hifinesse Consulting,Hifinesse Consulting, ,0727628177, , , ,Groenendaallei,2, ,2900,Schoten,Groenendaallei,2, ,2900, , , ,0, , , ,0, ,2019-07-17T00:00:00Z,2019-05-29T00:00:00Z,4.5348184,51.26530968
4892491,4384914,2291317370,"De Roeck, Stephaan", , ,0646217562, , , ,Heidebloemlei,48, ,2900,Schoten,Heidebloemlei,48, ,2900, , , ,0, , , ,0, ,2019-07-22T00:00:00Z,2019-07-11T00:00:00Z,4.51585838,51.25672781
4912455,4402280,2293452756,BELHOEVE,BELHOEVE, ,0734844680, , , ,Ooievaarsdreef,1, ,2900,Schoten,Ooievaarsdreef,1, ,2900, , , ,0, , , ,0, ,2019-09-24T00:00:00Z,2015-11-25T00:00:00Z,4.49666593,51.27955463
4915741,4405306,2293237475,"Van Tricht, Marie", , ,0734634250, , , ,Heidebloemlei,35, ,2900,Schoten,Heidebloemlei,35, ,2900, , , ,0, , , ,0, ,2019-09-19T00:00:00Z,2019-10-01T00:00:00Z,4.51770711,51.25669421
4919759,4409011,2293732076,"Vandenbussche, Joffrey",Joffrey VDB Productions, ,0734981173, , , ,Zaatstraat,110,3,2900,Schoten,Zaatstraat,110,3,2900, , , ,0, , , ,0, ,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,4.50889455,51.25656265
4935799,4423047,2295012278,Maatschap Steven,Maatschap Steven, ,0736912562, , , ,Leeuwerikenlei,5, ,2900,Schoten,Leeuwerikenlei,5, ,2900, , , ,0, , , ,0, ,2019-10-29T00:00:00Z,2019-09-23T00:00:00Z,4.52038818,51.25358156
4939821,4426056,2293588160,"Debbaut, Laura",onyx, ,0731662387, , , ,Vijverlei,23, ,2900,Schoten,Vijverlei,23, ,2900, , , ,0, , , ,0, ,2019-09-26T00:00:00Z,2019-07-29T00:00:00Z,4.53119844,51.26147594
4947503,4433026,2295701770,"Geerinckx, Lieve",LIEVE GEERINCKX, ,0737664016, , , ,Kraaienlei,36, ,2900,Schoten,Kraaienlei,36, ,2900, , , ,0, , , ,0, ,2019-11-20T00:00:00Z,2019-11-13T00:00:00Z,4.51567392,51.24733465
4961498,4445670,2296198252,TM SCA-infra, , ,0738706567, , , ,Brechtsebaan,720-722, ,2900,Schoten,Brechtsebaan,720, ,2900, , , ,0, , , ,0, ,2019-12-05T00:00:00Z,2019-12-03T00:00:00Z,4.5464673,51.2932736
4962924,4447096,2295939124,FRIKKE,Frikke, ,0737686087, , , ,Columbuslei,15, ,2900,Schoten,Columbuslei,15, ,2900, , , ,0, , , ,0, ,2019-11-27T00:00:00Z,2019-11-14T00:00:00Z,4.52813976,51.27081791
5238667,4721150,0417258762,Jokama, , , ,Rechtspersoon,Naamloze vennootschap,Normale toestand,Neerhoeve,40, ,2900,Schoten,Neerhoeve,40, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1977-02-17T00:00:00Z,4.48919823,51.2519794
5296201,4397553,2292781080,DOKTER SPRINGAEL REINHILDE,DOKTER SPRINGAEL REINHILDE, ,0479120612, , , ,Koningshoflei,6, ,2900,Schoten,Koningshoflei,6, ,2900, , , ,0, , , ,0, ,2019-09-06T00:00:00Z,2002-12-23T00:00:00Z,4.53470285,51.26332713
5477148,1240229,0535750103,"Vereniging van Mede-eigenaars van gebouw te Schoten, Eethuisstraat 5 (Residentie Rembrandt)", , , ,Rechtspersoon,Vereniging van Mede-eigenaars,Normale toestand,Eethuisstraat,5, ,2900,Schoten,Eethuisstraat,5, ,2900, , , ,0, , , ,0, ,2013-06-17T00:00:00Z,1995-08-01T00:00:00Z,4.46549345,51.24955855
5485383,1259534,0450291618,De Cesuur, , , ,Rechtspersoon,Vereniging zonder winstoogmerk,Vervroegde ontbinding - Vereffening (vrijwillig ontbinding),Deuzeldlaan,208, ,2900,Schoten,Deuzeldlaan,208, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1993-05-09T00:00:00Z,4.46015385,51.24700224
5538511,1384359,0439982991,ORIENTAL TRAVEL SERVICE SCHOTEN, , , ,Rechtspersoon,Naamloze vennootschap,Vervroegde ontbinding - Vereffening (vrijwillig ontbinding),Jozef Hendrickxstraat,60, ,2900,Schoten,Jozef Hendrickxstraat,60, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1990-01-18T00:00:00Z,4.49202768,51.24932798
5546413,1402840,0410637721,Vereniging van Schotenhof, , , ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Nachtegalenlei,50, ,2900,Schoten,Nachtegalenlei,50, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1931-02-14T00:00:00Z,4.53264455,51.2556951
5617544,1569757,0409952088,Gezondheidscentrum St Jozef, , , ,Rechtspersoon,Vereniging zonder winstoogmerk,Vervroegde ontbinding - Vereffening (vrijwillig ontbinding),Paalstraat,285, ,2900,Schoten,Paalstraat,285, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1968-02-29T00:00:00Z,4.50583235,51.25972815
5683366,1724188,0403750127,Drukkerij L. Van Mechelen, , , ,Rechtspersoon,Naamloze vennootschap,Vervroegde ontbinding - Vereffening (vrijwillig ontbinding),Constant Neutjensstraat,45-47, ,2900,Schoten,Constant Neutjensstraat,45, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1948-06-28T00:00:00Z,4.49447184,51.25216479
5720544,1811220,0400901592,Indugas, , , ,Rechtspersoon,Naamloze vennootschap,Vervroegde ontbinding - Vereffening (vrijwillig ontbinding),Metropoolstraat,3, ,2900,Schoten,Metropoolstraat,3, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1959-01-17T00:00:00Z,4.4895753,51.24141497
5744553,1867608,0440261125,IMMOZET, , , ,Rechtspersoon,Naamloze vennootschap,Vervroegde ontbinding - Vereffening (vrijwillig ontbinding),Schijnparklaan,51, ,2900,Schoten,Schijnparklaan,51, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1990-02-23T00:00:00Z,4.5228883,51.24025323
5753518,1888826,0404731609,La Rural Belga Sud-Americana, , , ,Rechtspersoon,Naamloze vennootschap,Vervroegde ontbinding - Vereffening (vrijwillig ontbinding),Liebiglaan,11, ,2900,Schoten,Liebiglaan,11, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1968-01-01T00:00:00Z,4.47763166,51.24204458
5787694,1968793,0429614780,HUIDEVETTER, , , ,Rechtspersoon,Naamloze vennootschap,Normale toestand,Sint-Benedictusdreef,12, ,2900,Schoten,Sint-Benedictusdreef,12, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1986-10-17T00:00:00Z,4.52833856,51.24789477
5893837,2218268,0403744880,Tennis Park, , , ,Rechtspersoon,Naamloze vennootschap,Normale toestand,Mastendreef,10, ,2900,Schoten,Mastendreef,10, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1938-10-13T00:00:00Z,4.5169185,51.25976928
5993805,2473591,0403725183,Immomex, , , ,Rechtspersoon,Naamloze vennootschap,Normale toestand,Ridder Walter Van Havrelaan,17,3,2900,Schoten,Ridder Walter Van Havrelaan,17,3,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1968-01-01T00:00:00Z,4.49693814,51.25652864
6121236,4255667,2283748994,BVS Consultancy,BVS Consultancy, ,0715801503, , , ,Ambiorixlei,5, ,2900,Schoten,Ambiorixlei,5, ,2900, , , ,0, , , ,0, ,2019-01-16T00:00:00Z,2018-12-13T00:00:00Z,4.52255806,51.26603208
6299652,4375161,2290722504,"Stessel, Sofie", , ,0729524033, , , ,Alfons Heulensstraat,47, ,2900,Schoten,Alfons Heulensstraat,47, ,2900, , , ,0, , , ,0, ,2019-07-04T00:00:00Z,2019-06-27T00:00:00Z,4.48350598,51.25045043
6491355,4181647,2279576016,"Cools, Anne",KooMo, ,0704850005, , , ,Lindenlei,4,1,2900,Schoten,Lindenlei,4,1,2900, , , ,0, , , ,0, ,2018-09-21T00:00:00Z,2018-10-01T00:00:00Z,4.51458515,51.25164634
6503159,4361602,2289821986,GVL DESIGN,GVL DESIGN, ,0727414183, , , ,Churchilllaan,312, ,2900,Schoten,Churchilllaan,312, ,2900, , , ,0, , , ,0, ,2019-06-11T00:00:00Z,2019-05-23T00:00:00Z,4.48173331,51.24963268
6649409,4146133,2285930209,Ski High, , ,0708970327, , , ,Rozenlaan,20, ,2900,Schoten,Rozenlaan,20, ,2900, , , ,0, , , ,0, ,2019-03-05T00:00:00Z,2018-10-12T00:00:00Z,4.50647399,51.25722282
6720854,4531534,0448961233,DOMEGO, , , ,Rechtspersoon,Besloten vennootschap met beperkte aansprakelijkheid,Normale toestand,Schijnparklaan,31, ,2900,Schoten,Schijnparklaan,31, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1992-12-18T00:00:00Z,4.5206885,51.24263755
6725566,4259236,2289280469,LMB Management,LMB Management, ,0726757355, , , ,Beatrijslaan,1A, ,2900,Schoten,Beatrijslaan,1A, ,2900, , , ,0, , , ,0, ,2019-05-22T00:00:00Z,2019-05-15T00:00:00Z,4.51911899,51.26113496
6942899,4445741,2296448373,Consult4Results,Consult4Results, ,0738908782, , , ,Sint-Maria-ten-Boslei,12,4,2900,Schoten,Sint-Maria-ten-Boslei,12,4,2900, , , ,0, , , ,0, ,2019-12-12T00:00:00Z,2019-12-10T00:00:00Z,4.53196767,51.26837947
7023207,4518730,0403712515,Dennenweelde, , , ,Rechtspersoon,Besloten vennootschap met beperkte aansprakelijkheid,Vervroegde ontbinding - vereffening (vrijwillige ontbinding),Alice Nahonlei,86, ,2900,Schoten,Alice Nahonlei,86, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1935-11-07T00:00:00Z,4.53789531,51.26477401
7023224,4519034,0403713604,Garage Deuzeld, , , ,Rechtspersoon,Besloten vennootschap met beperkte aansprakelijkheid,Vervroegde ontbinding - vereffening (vrijwillige ontbinding),Deuzeldlaan,167, ,2900,Schoten,Deuzeldlaan,167, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1968-01-01T00:00:00Z,4.4601806,51.24517768
7023504,4524034,0424471604,Handelsmaatschappij Stefens en Co, , , ,Rechtspersoon,Besloten vennootschap met beperkte aansprakelijkheid,Vervroegde ontbinding - vereffening (vrijwillige ontbinding),Zilvervosdreef,44B, ,2900,Schoten,Zilvervosdreef,44B, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1983-04-01T00:00:00Z,4.50654975,51.27244522
7023590,4583613,0403736566,Algemeen Bouwbedrijf V. Pollet, , , ,Rechtspersoon,Besloten vennootschap met beperkte aansprakelijkheid,Vervroegde ontbinding - vereffening (vrijwillige ontbinding),Ambiorixlei,20, ,2900,Schoten,Ambiorixlei,20, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1964-02-07T00:00:00Z,4.52453915,51.26613797
7155340,4164522,2288355308,TESS CUYVERS ARCHITECT,TESS CUYVERS ARCHITECT, ,0725619980, , , ,Villerslei,74, ,2900,Schoten,Villerslei,74, ,2900, , , ,0, , , ,0, ,2019-04-30T00:00:00Z,2019-04-24T00:00:00Z,4.5117626,51.25212061
7549250,4411978,2294007438,Triple eight,Full Circle Coaching, ,0734905157, , , ,Lusthofdreef,22, ,2900,Schoten,Lusthofdreef,22, ,2900, , , ,0, , , ,0, ,2019-10-04T00:00:00Z,2019-09-25T00:00:00Z,4.52652932,51.25694986
7833936,4183504,2286378486,TOKYRMEN,TOKYRMEN, ,0722799260, , , ,Boekweitstraat,48, ,2900,Schoten,Boekweitstraat,48, ,2900, , , ,0, , , ,0, ,2019-03-15T00:00:00Z,2015-09-12T00:00:00Z,4.50215883,51.25884406
7885834,5284981,1000812643,A & Co Invest, , , ,Rechtspersoon,Besloten Vennootschap,Normale toestand,Bredabaan,1165, ,2900,Schoten,Bredabaan,1165, ,2900, , , ,0, , , ,0, ,2023-10-05T00:00:00Z,2023-10-05T00:00:00Z,4.46500558,51.26116559
7886949,4387158,2290828016,"Saidi, Mohammad",Saidi Mohammad, ,0729914706, , , ,Kuipersakkerstraat,135, ,2900,Schoten,Kuipersakkerstraat,135, ,2900, , , ,0, , , ,0, ,2019-07-08T00:00:00Z,2019-08-01T00:00:00Z,4.51186887,51.24868345
8040837,4362562,2289956796,Marcura,Marcura, ,0727841280, , , ,Botermelkbaan,2,A,2900,Schoten,Botermelkbaan,2, ,2900, , , ,0, , , ,0, ,2019-06-14T00:00:00Z,2019-06-06T00:00:00Z,4.52801235,51.27590047
8045561,4407408,2293517389,"Mattheeusen, Glenn",GM Works, ,0734856756, , , ,Emiel Blangenoisstraat,3, ,2900,Schoten,Emiel Blangenoisstraat,3, ,2900, , , ,0, , , ,0, ,2019-09-26T00:00:00Z,2019-10-01T00:00:00Z,4.50386714,51.25670263
8190977,5301233,0211541261,Kerkfabriek Onze-Lieve-Vrouw Koningin van alle Heiligen te Koningshof-Berkenrode (VL - Schoten), , , ,Rechtspersoon,Openbare instelling,Normale toestand,Ruusbroeckplein,-, ,2900,Schoten,Ruusbroeckplein, , , , , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1968-01-01T00:00:00Z,2.30668925,49.2933354
8196220,5306476,0403716869,Maatschappij voor de Exploitatie van de Private Spoorverbinding van Merksem en Schoten, , , ,Rechtspersoon,Coöperatieve Vennootschap (oud statuut),Ontbinding van rechtswege door het verstrijken van de duur,Metropoolstraat,ZN, ,2900,Schoten,Metropoolstraat, , , , , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1968-01-01T00:00:00Z,2.30668925,49.2933354
8204987,5315243,0781942041,"Hoofdvereniging van Mede-eigenaars van het gebouwencomplex DE VAART te Schoten, Heikantstraat 114-122", , , ,Rechtspersoon,Vereniging van Mede-eigenaars,Normale toestand,Heikantstraat,114-122,Blok,2900,Schoten,Heikantstraat,118,1,2900, , , ,0, , , ,0, ,2022-02-14T00:00:00Z,2021-12-21T00:00:00Z,4.50974827,51.25599672
8228424,5338680,1006994414,DR. GERT COLPIN, , , ,Rechtspersoon,Besloten Vennootschap,Normale toestand,Liebiglaan,12, ,2900,Schoten,Liebiglaan,12, ,2900, , , ,0, , , ,0, ,2024-03-11T00:00:00Z,2024-03-11T00:00:00Z,4.48189729,51.24317722
8259912,5370168,2289993123,"Verheyleweghen, Jasmine",Boempetat!, ,0728531465, , , ,Villerslei,32, ,2900,Schoten,Villerslei,32, ,2900, , , ,0, , , ,0, ,2019-06-17T00:00:00Z,2019-05-13T00:00:00Z,4.51009979,51.25214509
8338658,5170333,2286527055,TRIXXO I,Trixxo Schoten, ,0463000202, , , ,Paalstraat,73, ,2900,Schoten,Paalstraat,73, ,2900, , , ,0, , , ,0, ,2019-03-20T00:00:00Z,2019-03-01T00:00:00Z,4.50101259,51.25273548
8345771,5451632,2362498148,"Aerts, Lara",Lara’s Place, ,1012104730, , , ,Rosveldstraat,55, ,2900,Schoten,Rosveldstraat,55, ,2900, , , ,0, , , ,0, ,2024-08-19T00:00:00Z,2024-08-01T00:00:00Z,4.50136925,51.25569573
8369830,4401387,2293127708,ARCHITECT DE SWAEF,ARCHITECT DE SWAEF, ,0734456383, , , ,Eburonenlei,9, ,2900,Schoten,Eburonenlei,9, ,2900, , , ,0, , , ,0, ,2019-09-17T00:00:00Z,2019-09-13T00:00:00Z,4.52692733,51.26768535
8941541,4401858,2293382084,"Erma, Ava", , ,0732763932, , , ,Vordensteinstraat,16, ,2900,Schoten,Vordensteinstraat,16, ,2900, , , ,0, , , ,0, ,2019-09-23T00:00:00Z,2019-09-02T00:00:00Z,4.49640616,51.25258525
9031572,4389719,2291935992,"Weyn, Veerle",Yoga with V., ,0645601811, , , ,Kempensedreef,24, ,2900,Schoten,Kempensedreef,24, ,2900, , , ,0, , , ,0, ,2019-08-09T00:00:00Z,2019-07-01T00:00:00Z,4.53448967,51.29091556
9110023,4257324,2289062715,GOAT,GOAT, ,0726480807, , , ,André Ullenslei,23, ,2900,Schoten, , , , , , , ,0, , , ,0, ,2019-05-16T00:00:00Z,2019-05-07T00:00:00Z,2.30668925,49.2933354
9126310,2323638,0403715483,Handelsmaatschappij Gebroeders Duchateau, , , ,Rechtspersoon,Naamloze vennootschap,Vervroegde ontbinding - Vereffening (vrijwillig ontbinding),Deuzeldlaan,36, ,2900,Schoten,Deuzeldlaan,36, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1968-01-01T00:00:00Z,4.46681603,51.24547443
9127159,2628151,0416027456,IZILAC, , , ,Rechtspersoon,Coöperatieve Vennootschap (oud statuut),Vervroegde ontbinding - Vereffening (vrijwillig ontbinding),Wasserijstraat,5, ,2900,Schoten,Wasserijstraat,5, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1976-04-21T00:00:00Z,4.47221045,51.23818683
9127421,1522825,0411854179,Christelijk Ziekenfonds van de Voorkempen, , , ,Rechtspersoon,Ziekenf. / Maatsch. onderlinge bijstand / Landsbond ziekenf.,Normale toestand,Markt,17, ,2900,Schoten,Markt,17, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1896-02-05T00:00:00Z,4.49777438,51.25179351
9129574,4056759,0413229205,Etablissementen Jules Franck, , , ,Rechtspersoon,Naamloze vennootschap,Vervroegde ontbinding - Vereffening (vrijwillig ontbinding),Venstraat,159, ,2900,Schoten,Venstraat,159, ,2900, , , ,0, , , ,0, ,2003-01-18T00:00:00Z,1973-05-03T00:00:00Z,4.50589748,51.25084846
9162576,4155835,2286724025,LeeWrangler Belgium,INNO Schoten, ,0712776883, , , ,Bredabaan,967, ,2900,Schoten,Bredabaan,967, ,2900, , , ,0, , , ,0, ,2019-03-25T00:00:00Z,2019-03-31T00:00:00Z,4.46556965,51.2581164
9416680,5370087,2289784473,ELETECHNIK BELGIUM,ETN ANTWERPEN, ,0899993714, , , ,Wijnegembaan,2, ,2900,Schoten,Wijnegembaan,2, ,2900, , , ,0,46643,2025,"Groothandel in elektrisch materiaal, inclusief installatiemateriaal",1, ,2019-06-07T00:00:00Z,2019-07-01T00:00:00Z,4.50090449,51.24255176
9420105,4451463,2296242396,Amplifon Belgium,AMPLIFON Hoorcentrum Schoten, ,0418975266, , , ,Paalstraat,38, ,2900,Schoten,Paalstraat,38, ,2900, , , ,0,47741,2025,"Detailhandel in medische en orthopedische artikelen, m.u.v. corrigerende brillen, lenzen en zonnebrillen",1, ,2019-12-06T00:00:00Z,2020-01-01T00:00:00Z,4.50008643,51.25161253
9454645,4369981,2290255815,VAB Rijschool,VAB rijschool, ,0448109811, , , ,Villerslei,91, ,2900,Schoten,Villerslei,91, ,2900, , , ,0,85531,2025,Activiteiten van auto- en motorrijscholen,1, ,2019-06-24T00:00:00Z,2019-01-14T00:00:00Z,4.51263391,51.25250425
9456621,4410330,2293882724,TUI Belgium Retail,TUI Belgium Retail, ,0416827707, , , ,Theofiel Van Cauwenberghslei,83, ,2900,Schoten,Theofiel Van Cauwenberghslei,83, ,2900, , , ,0,79110,2025,Activiteiten van reisbureaus,1, ,2019-10-03T00:00:00Z,2019-10-01T00:00:00Z,4.50544721,51.25275325
9458800,4402007,2293373077,MILIEM,MILIEM, ,0730959336, , , ,Paalstraat,55, ,2900,Schoten,Paalstraat,55, ,2900, , , ,0,47761,2025,"Detailhandel in bloemen, planten, zaden en kunstmeststoffen",1, ,2019-09-23T00:00:00Z,2019-07-23T00:00:00Z,4.50039741,51.25228065
9459189,4719805,2294431070,Remy Marcelis,Remy Marcelis, ,0716896316, , , ,Kuipersstraat,13, ,2900,Schoten,Kuipersstraat,13, ,2900, , , ,0,66220,2025,Activiteiten van verzekeringsagenten en -makelaars,1, ,2019-10-15T00:00:00Z,2019-11-01T00:00:00Z,4.49664516,51.25038906
9536953,5748542,2285851223,"El Quarroumi, Samira",Quartoons, ,0721802635, , , ,Laaglandlei,56, ,2900,Schoten,Laaglandlei,56, ,2900, , , ,0, , , ,0, ,2019-03-04T00:00:00Z,2019-03-04T00:00:00Z,4.51289594,51.2503133
9994217,1324646,0828441267,STRAETJOENK, , , ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Salvialei,73, ,2900,Schoten,Salvialei,73, ,2900, , , ,0, , , ,0, ,2010-08-12T00:00:00Z,2010-07-31T00:00:00Z,4.45847467,51.24566886
9995062,4823800,2307885960,"Fiscalini, Ronny",R. Fiscalini / Ron Fiscalini, ,0755807964, , , ,Plantijnlei,52,6,2900,Schoten,Plantijnlei,52,6,2900, , , ,0, , , ,0, ,2020-10-07T00:00:00Z,2020-10-01T00:00:00Z,4.46571191,51.24712191
9997018,5761954,2372905852,Immo Gynaecologen Schoten,Immo Gynaecologen Schoten, ,1022378218, , , ,Churchilllaan,64, ,2900,Schoten,Churchilllaan,64, ,2900, , , ,0, , , ,0, ,2025-04-29T00:00:00Z,2025-04-15T00:00:00Z,4.49370188,51.25048202
10000049,4942312,0770878004,Dr. Sam Tielens, , , ,Rechtspersoon,Besloten Vennootschap,Normale toestand,Eduard Belpairelei,9, ,2900,Schoten,Eduard Belpairelei,9, ,2900, , , ,0, , , ,0, ,2021-07-07T00:00:00Z,2021-07-07T00:00:00Z,4.52914539,51.252189
10001742,5763650,2373055906,"Destoop, Victor",Elektro Destoop, ,1022938739, , , ,Kasteeldreef,55, ,2900,Schoten,Kasteeldreef,55, ,2900, , , ,0, , , ,0, ,2025-05-05T00:00:00Z,2025-05-02T00:00:00Z,4.49086893,51.24581467
10028801,5772698,2374006605,Ars Lucis,Ars Lucis, ,1021399706, , , ,Hertendreef,6, ,2900,Schoten,Hertendreef,6, ,2900, , , ,0,91210,2025,Activiteiten van musea en collecties,1, ,2025-05-28T00:00:00Z,2025-06-01T00:00:00Z,4.49656574,51.27300288
10032512,5023587,2327653174,ZC WELDING,ZC WELDING, ,0781773280, , , ,Hermelijnlaan,21, ,2900,Schoten,Hermelijnlaan,21, ,2900, , , ,0, , , ,0, ,2022-02-16T00:00:00Z,2022-02-09T00:00:00Z,4.51577271,51.26707035
10039866,4277527,0598851274,"Vereniging van Mede-eigenaars van het gebouw te 2900 Schoten, Villerslei 114", , , ,Rechtspersoon,Vereniging van Mede-eigenaars,Normale toestand,Villerslei,114, ,2900,Schoten,Villerslei,114, ,2900, , , ,0, , , ,0, ,2015-02-20T00:00:00Z,2014-12-05T00:00:00Z,4.51373488,51.25189718
10041080,5776737,2187959516,"Roelen, Evi",TIPTOPVOETEN, ,0826006864, , , ,Valkenlaan,4, ,2900,Schoten,Valkenlaan,4, ,2900, , , ,0, , , ,0, ,2010-05-19T00:00:00Z,2010-04-30T00:00:00Z,4.51858823,51.24601922
